brand,category,facebook,x,instagram,youtube,facebook_log,x_log,instagram_log,youtube_log,facebook_log_z,x_log_z,instagram_log_z,youtube_log_z,cluster,PC1,PC2,cluster_name
ita airways,Aviazione,93321.0,14971.0,139000.0,9740.0,11.443811157538802,9.61393706902432,11.842236406331555,9.184099060770956,-0.5270918488304912,-0.3632394072691173,-0.17194254100189268,-0.4291473801127633,3,-0.7362394028982542,-0.056828988112366835,Brand con presenza social moderatamente inferiore alla media
turkish Airlines,Aviazione,10000000.0,1758943.0,2800000.0,602000.0,16.118095750958314,14.380224186942302,14.845130332288226,13.308014385419147,0.6180561236018621,0.7335088284065674,0.573030008834005,0.7218724831849078,0,1.3170073766529744,0.1154179708745191,Brand ad alta presenza omnicanale
Singapore Airlines,Aviazione,4300000.0,747268.0,1700000.0,129000.0,15.274125813221904,13.524180506387003,14.346139397261565,11.767575435251748,0.4112928331609434,0.5365285850677104,0.44923790748850634,0.2919228624343053,0,0.8491553974159879,-0.11220498386383418,Brand ad alta presenza omnicanale
dhl,Logistica,1700000.0,101140.0,271000.0,126000.0,14.346139397261565,11.524270861870047,12.509877789891931,11.744045122410057,0.18394643577260328,0.07633864688939909,-0.006310815023265319,0.2853553518677043,1,0.25943441476743545,0.16279915979544526,Brand con presenza media e bilanciata
fedex,Logistica,3100000.0,321302.0,365000.0,127000.0,14.946912992035967,12.68013988212852,12.807655372286902,11.751950239425476,0.3311293148200918,0.34231030937590506,0.06756329785272568,0.28756173730245266,1,0.5066149414063178,0.030888404387485437,Brand con presenza media e bilanciata
ups,Logistica,2000000.0,279764.0,253000.0,59600.0,14.508658238524095,12.541705244039658,12.441148720271016,10.995427631436174,0.22376175249847105,0.31045575648722323,-0.02336145733892082,0.07640983909907986,1,0.29047156502887517,-0.08908151351791636,Brand con presenza media e bilanciata
poste italiane,Logistica,682422.0,83840.0,106000.0,56800.0,13.433404979163718,11.336677426964654,11.571203807011969,10.947309210188068,-0.03966339100718551,0.033172391129568934,-0.23918162822320949,0.06297957822149532,1,-0.10109294863460465,0.10534987352744604,Brand con presenza media e bilanciata
gls,Logistica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.330698878321892,-2.5754579030267473,-3.1098222227071766,-2.9925075883737486,2,-6.0000816094953375,-0.1691153056607284,Brand con presenza estremamente limitata su tutte le piattaforme
brt,Logistica,0.0,1191.0,0.0,2180.0,0.0,7.083387847625295,0.0,7.687538766201629,-3.330698878321892,-0.9455323588259683,-3.1098222227071766,-0.8468500946608271,5,-4.183852728851937,1.3099306481610469,Brand con presenza social selettiva su poche piattaforme
Samsung,Tecnologia,162000000.0,750410.0,2600000.0,7710000.0,18.903106899369497,13.528376335415325,14.77102238760702,15.85802887524119,1.3003530197502933,0.5374940678366166,0.5546449489972121,1.433603228949539,0,1.880213025960565,0.5320656302531236,Brand ad alta presenza omnicanale
apple,Tecnologia,15000000.0,9939381.0,35600000.0,20600000.0,16.52356082573315,16.112015403661704,17.387856223912145,16.840801682303496,0.7173905776751557,1.1320032779657296,1.2038418316037178,1.707903483194945,0,2.360932409491703,0.7287983364849462,Brand ad alta presenza omnicanale
Microsoft,Tecnologia,13000000.0,13083999.0,4500000.0,2180000.0,16.380459992348886,16.38690066764041,15.319588176962746,14.594835893480763,0.682332457886286,1.1952558518924101,0.6907358216439649,1.0810353174567149,0,1.810499468883219,0.2712728356930794,Brand ad alta presenza omnicanale
google,Tecnologia,34000000.0,31573943.0,15700000.0,13900000.0,17.341871111992198,17.267842781461038,16.5691713340128,16.447399470043365,0.9178675376038097,1.397965358298987,1.000738496960909,1.598101577741106,0,2.4351868992840564,0.5290727383656305,Brand ad alta presenza omnicanale
intel,Tecnologia,35000000.0,4469933.0,1800000.0,567000.0,17.370858648025116,15.312884201380076,14.403297778421795,13.248116346376765,0.924969162986363,0.948118901197715,0.46341803705930457,0.705154430731626,0,1.5116186297138738,-0.04742215734473204,Brand ad alta presenza omnicanale
Logitech,Tecnologia,3500000.0,335527.0,839000.0,152000.0,15.068273812173887,12.723460689437568,13.639967177343745,11.931642378754141,0.36086137206566843,0.3522786595421449,0.27404726397356616,0.3377153426419102,1,0.6596451586894873,0.02365283215449365,Brand con presenza media e bilanciata
razer,Tecnologia,10000000.0,3080422.0,7400000.0,2000000.0,16.118095750958314,14.94057748318214,15.816990693309524,14.508658238524095,0.6180561236018621,0.8624491280154071,0.8141338603474464,1.056982400551589,0,1.6659199736170018,0.33334283829331424,Brand ad alta presenza omnicanale
twitch,Tecnologia,1700000.0,9593615.0,6100000.0,0.0,14.346139397261565,16.076608435227488,15.623799493077952,0.0,0.18394643577260328,1.123855944580196,0.7662060465148213,-2.9925075883737486,4,-0.32903038957272085,-3.1007762232965295,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
konami,Tecnologia,2600000.0,1406871.0,731000.0,201000.0,14.77102238760702,14.156879358255253,13.502170106720037,12.211065162153215,0.2880380641685438,0.682115985141009,0.23986189559437598,0.41570461948956083,0,0.8069431130867447,0.044986129394199714,Brand ad alta presenza omnicanale
huawei,Tecnologia,58000000.0,10220067.0,2000000.0,2160000.0,17.87595358575207,16.139863796338048,14.508658238524095,14.585619242623203,1.0487118303965066,1.1384113425196598,0.4895563731276651,1.0784628717649412,0,1.8564062895105637,0.1812989263693452,Brand ad alta presenza omnicanale
xiamoi,Tecnologia,16000000.0,4345973.0,295000.0,6280000.0,16.588099342704055,15.28476045726796,12.59473402514672,15.652880697680038,0.7332017997725584,0.941647476801228,0.014740733085312995,1.376344626698207,0,1.4863171105093487,0.6950446104432253,Brand ad alta presenza omnicanale
asus,Tecnologia,26000000.0,988592.0,3400000.0,1320000.0,17.073607134447293,13.804037999109717,15.039286283703994,14.093143052138025,0.8521458332825395,0.6009252955030507,0.6211971628389334,0.9410085758288419,0,1.4947838144706451,0.2425192078567523,Brand ad alta presenza omnicanale
sony,Tecnologia,8500000.0,6139391.0,3200000.0,726000.0,15.955576839107596,15.63023627241894,14.978661680269907,13.495306671216452,0.5782407895826699,1.0211433152518852,0.6061571159652518,0.774147354084085,0,1.4834375802027113,0.09990424774701828,Brand ad alta presenza omnicanale
lg,Tecnologia,45000000.0,350910.0,57700.0,471000.0,17.622173069956816,12.768287909042352,10.96302978336854,13.062615496138552,0.9865384138452539,0.3625936432591286,-0.39006040193589103,0.6533795647428329,0,0.7702872016451493,0.1819398250380574,Brand ad alta presenza omnicanale
lenovo,Tecnologia,6600000.0,713664.0,1300000.0,390000.0,15.702580358511794,13.478168943543674,14.077875591662238,12.873904582205107,0.5162594529745669,0.5259410776178558,0.3826857160978818,0.6007087426577595,0,1.00444048761731,0.13302432516771162,Brand ad alta presenza omnicanale
hp,Tecnologia,4600000.0,1097129.0,1700000.0,280000.0,15.341567078850604,13.908208237249877,14.346139397261565,12.54254845357358,0.4278151965407219,0.6248954261442872,0.44923790748850634,0.5082244271819462,0,1.0023773538600729,0.049214115384177,Brand ad alta presenza omnicanale
nikon,Tecnologia,14000000.0,0.0,205000.0,252000.0,16.454567959008102,0.0,12.230770136157428,12.437188334739655,0.7004880892058593,-2.5754579030267473,-0.07555320107093935,0.47881752135814715,3,-0.7604970554180058,0.797486778037652,Brand con presenza social moderatamente inferiore alla media
canon,Tecnologia,4400000.0,42225.0,129000.0,154000.0,15.29711532616119,10.650791424048029,11.767575435251748,11.944714374881176,0.4169250092947402,-0.12465365773465747,-0.19046479832099794,0.341363848008943,1,0.20281281889850591,0.20647386319055705,Brand con presenza media e bilanciata
pirelli,Pneumatici,2200000.0,131829.0,431000.0,35000.0,14.603968372873895,11.789268492752015,12.973865689268807,10.463131911491967,0.24711168015511883,0.13731602339603954,0.10879756276656043,-0.07215842638934503,1,0.2164273756604142,-0.20955547386767948,Brand con presenza media e bilanciata
Goodyear,Pneumatici,3200000.0,38858.0,274000.0,14600.0,14.978661680269907,10.567694989198365,12.520887034998584,9.588845298501564,0.3389073919208456,-0.14377459318348912,-0.003579587880015953,-0.3161792606078668,1,-0.052187414044942836,-0.3685990737780318,Brand con presenza media e bilanciata
Bridgestone,Pneumatici,496048.0,120154.0,139000.0,18000.0,13.114429991150203,11.696537854947106,11.842236406331555,9.798182590890704,-0.1178087314288076,0.11597820616230971,-0.17194254100189268,-0.25775144075698075,1,-0.21195914224203252,-0.1782011361453582,Brand con presenza media e bilanciata
michelin,Pneumatici,5800000.0,79978.0,405000.0,90100.0,15.573368647930426,11.289519379196863,12.91164481522143,11.408686542313973,0.484604014494189,0.022321071348013855,0.09336150530498187,0.19175391812565096,1,0.39171726323606615,-0.03731887912349144,Brand con presenza media e bilanciata
hankook,Pneumatici,711658.0,0.0,227000.0,233000.0,13.475354143085001,0.0,12.33270970174018,12.358798024384122,-0.029386310301120384,-2.5754579030267473,-0.050263537175418115,0.45693811860465194,3,-1.1211297977193444,1.048893703443106,Brand con presenza social moderatamente inferiore alla media
rolex,Orologeria,8100000.0,896443.0,17500000.0,2530000.0,15.90737474309945,13.706191104934076,16.677711496036597,14.743730255960541,0.5664318097468191,0.5784102002310822,1.0276656689677286,1.1225930011761032,0,1.6417985415811391,0.440818446603997,Brand ad alta presenza omnicanale
richard mille,Orologeria,359591.0,80543.0,2700000.0,2270000.0,12.79272533439109,11.296558897935043,14.80876270134486,14.635290829986122,-0.19662281047063143,0.023940902374785397,0.5640077498320525,1.0923266345232423,0,0.7223280573766332,0.9215285855273083,Brand ad alta presenza omnicanale
omega,Orologeria,2100000.0,303587.0,4600000.0,422000.0,14.557448378884015,12.623426798030751,15.341567078850604,12.952762962683588,0.23571479668977013,0.3292603244746335,0.6961884546658835,0.6227187877660355,0,0.9429237335383466,0.24917693292217236,Brand ad alta presenza omnicanale
tag heuer,Orologeria,3500000.0,435061.0,3400000.0,72300.0,15.068273812173887,12.983243828650199,15.039286283703994,11.18859323930985,0.36086137206566843,0.4120561535413318,0.6211971628389334,0.1303240041741198,1,0.7778596254781682,-0.23537283495929276,Brand con presenza media e bilanciata
hublot,Orologeria,5000000.0,651070.0,6000000.0,49300.0,15.424948670398354,13.386373978223803,15.607270193858982,10.805699643800724,0.44824276328184687,0.5048185636425635,0.7621053774636382,0.023455143088068012,0,0.8932257543128174,-0.41002790848654413,Brand ad alta presenza omnicanale
tissot,Orologeria,1600000.0,112116.0,2000000.0,61400.0,14.285514812209815,11.627298247874727,14.508658238524095,11.02518140064756,0.1690940836609454,0.10004580112316858,0.4895563731276651,0.08471436930259493,1,0.4344158196482295,-0.10290026286879675,Brand con presenza media e bilanciata
tim,Compagnie Telefoniche ,2300000.0,402475.0,159000.0,93200.0,14.648420115681892,12.905390746733783,11.976665770490767,11.442513730229855,0.25800186498026295,0.3941417417316123,-0.13859264964380824,0.20119537415603278,1,0.34628391668333736,0.007650823649747768,Brand con presenza media e bilanciata
Vodafone,Compagnie Telefoniche ,3500000.0,43565.0,37600.0,62000.0,15.068273812173887,10.682032308608301,10.534785924769006,11.034905792929415,0.36086137206566843,-0.11746496259843293,-0.4963012240091587,0.08742852994697452,1,-0.10241843470391039,0.05919970918847726,Brand con presenza media e bilanciata
iliad,Compagnie Telefoniche ,344757.0,28818.0,138000.0,19200.0,12.750598000607486,10.268790170825218,11.835016210489899,9.862717639992917,-0.2069435408202962,-0.21255419543475063,-0.17373376235006582,-0.23973915933316786,1,-0.41382767994890135,-0.04828698765388008,Brand con presenza media e bilanciata
wind 3,Compagnie Telefoniche ,2000000.0,13237.0,76400.0,61700.0,14.508658238524095,9.490846760678869,11.243751064074187,11.03005541721757,0.22376175249847105,-0.3915631475656567,-0.3204176994505345,0.08607474880713833,1,-0.21535891394793524,0.14471807798008718,Brand con presenza media e bilanciata
fastweb,Compagnie Telefoniche ,430166.0,27904.0,29400.0,24900.0,12.971928784365847,10.236561163222534,10.288783966353765,10.122663242288953,-0.15271994933967287,-0.2199702629840472,-0.5573305879307767,-0.1671861294900689,1,-0.5608639050662382,0.06616409438617699,Brand con presenza media e bilanciata
shell,Carburanti,9900000.0,557426.0,487000.0,1580000.0,16.108045416114916,13.231086832038761,13.096021455450709,14.272936037914342,0.6155939028409809,0.46908615823179733,0.1391025601635953,0.991190328270083,0,1.077516312774241,0.49527029548158985,Brand ad alta presenza omnicanale
agip,Carburanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.330698878321892,-2.5754579030267473,-3.1098222227071766,-2.9925075883737486,2,-6.0000816094953375,-0.1691153056607284,Brand con presenza estremamente limitata su tutte le piattaforme
tamoil,Carburanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.330698878321892,-2.5754579030267473,-3.1098222227071766,-2.9925075883737486,2,-6.0000816094953375,-0.1691153056607284,Brand con presenza estremamente limitata su tutte le piattaforme
esso,Carburanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.330698878321892,-2.5754579030267473,-3.1098222227071766,-2.9925075883737486,2,-6.0000816094953375,-0.1691153056607284,Brand con presenza estremamente limitata su tutte le piattaforme
eni,Carburanti,321598.0,65400.0,59700.0,25400.0,12.681060706829378,11.088292827848269,10.997104049659168,10.142543822310387,-0.2239794078897805,-0.0239822376433834,-0.3816070920061275,-0.16163729041430497,1,-0.40196561974757167,0.01813122123724536,Brand con presenza media e bilanciata
repsol,Carburanti,226143.0,55460.0,120000.0,28700.0,12.32892724349058,10.923435350020556,11.695255355062795,10.264687244346277,-0.3102482076405908,-0.061916827707371835,-0.20840631602730095,-0.12754602183413508,1,-0.355992935874689,0.058310056804817004,Brand con presenza media e bilanciata
total,Carburanti,10000000.0,0.0,0.0,0.0,16.118095750958314,0.0,0.0,0.0,0.6180561236018621,-2.5754579030267473,-3.1098222227071766,-2.9925075883737486,2,-4.031267246560516,-1.6576564366093267,Brand con presenza estremamente limitata su tutte le piattaforme
petronas,Carburanti,1100000.0,36995.0,261000.0,349000.0,13.910821646859095,10.51856507767415,12.472279517715116,12.762830066509972,0.07729840669474222,-0.1550796493939137,-0.01563837749587673,0.569706900038167,1,0.2174791831313592,0.5099685913283856,Brand con presenza media e bilanciata
aramco,Carburanti,14000000.0,1393910.0,758000.0,163000.0,16.454567959008102,14.14762402321421,13.538439983884853,12.001511614739405,0.7004880892058593,0.6799862828956927,0.24885990336286545,0.3572164410208717,0,0.9890923316910691,-0.16277298463061843,Brand ad alta presenza omnicanale
Allianz,Assicurazioni,3900000.0,53011.0,152000.0,29800.0,15.176487367510099,10.878273582000569,11.931642378754141,10.30229722897745,0.38737249499930737,-0.07230879280945574,-0.1497622719386114,-0.11704875504738478,1,0.022708192480249488,-0.20358887835385636,Brand con presenza media e bilanciata
generali,Assicurazioni,287247.0,11669.0,27000.0,35000.0,12.56810123311061,9.364776725280601,10.203629181337648,10.463131911491967,-0.2516532282810719,-0.42057253904247976,-0.5784562017181416,-0.07215842638934503,3,-0.6778770718262643,0.2394141855177687,Brand con presenza social moderatamente inferiore alla media
axa,Assicurazioni,3100000.0,82569.0,73600.0,11500.0,14.946912992035967,11.321401697411474,11.206413891581187,9.350189267092581,0.3311293148200918,0.029657363809220058,-0.3296804870419782,-0.3827901900335252,1,-0.17354745204406394,-0.40711878637719756,Brand con presenza media e bilanciata
unipolsai,Assicurazioni,161224.0,27597.0,8271.0,14900.0,11.990556183878578,10.2254985853115,9.02063159674821,9.60918360377546,-0.3931453708535402,-0.22251582150911792,-0.8719400039342103,-0.3105026665187137,3,-0.9160993757292806,0.08912980700596118,Brand con presenza social moderatamente inferiore alla media
Decathlon,E-Commerceretail,1900000.0,166740.0,315000.0,52300.0,14.45736497045232,12.024196989307782,12.660331092405906,10.86477077032911,0.21119546973200978,0.19137433078143876,0.031014373001603045,0.03994239722133371,1,0.2364172108158969,-0.09703374334058605,Brand con presenza media e bilanciata
jd sports,E-Commerceretail,4000000.0,37450.0,2700000.0,632000.0,15.201805169084134,10.530788690858559,14.80876270134486,13.356646255406224,0.3935750760701662,-0.15226693042379877,0.5640077498320525,0.7354460519751957,0,0.762124019466214,0.42986600700029753,Brand ad alta presenza omnicanale
zalando,E-Commerceretail,8700000.0,25004.0,2800000.0,229000.0,15.978833698567334,10.126831083853004,14.845130332288226,12.34148164933907,0.5839384626539578,-0.24521974291920795,0.573030008834005,0.45210497096021834,1,0.683360290999641,0.1312927251956838,Brand con presenza media e bilanciata
amazon,E-Commerceretail,29000000.0,5920723.0,6100000.0,0.0,17.182806422433504,15.59396929667978,15.623799493077952,0.0,0.878898449801549,1.0127980895717772,0.7662060465148213,-2.9925075883737486,4,-0.03826125319688358,-3.33562720244375,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
Carrefour,E-Commerceretail,12000000.0,193752.0,71500.0,23300.0,16.300417291085605,12.174339430966688,11.177466714598282,10.056251557087757,0.6627228822971798,0.2259229120807909,-0.3368618436863478,-0.1857221960200405,1,0.17813851998782307,-0.4063432700902143,Brand con presenza media e bilanciata
esselunga,E-Commerceretail,871057.0,0.0,280000.0,25000.0,13.677463843743908,0.0,12.54254845357358,10.12667110305036,0.02012832863299322,-2.5754579030267473,0.0017942823354419664,-0.16606750144304322,3,-1.3586194169826007,0.4757567937822394,Brand con presenza social moderatamente inferiore alla media
coop,E-Commerceretail,381191.0,25776.0,95700.0,9120.0,12.851058464183101,10.157237900443238,11.468984026707245,9.118334726180159,-0.18233183952697163,-0.23822297129743847,-0.26454080915165834,-0.44750276557815705,1,-0.5594242348168253,-0.21657622505157037,Brand con presenza media e bilanciata
lidl,E-Commerceretail,2600000.0,30115.0,1100000.0,130000.0,14.77102238760702,10.312811870970013,13.910821646859095,11.775297421715827,0.2880380641685438,-0.2024245660669048,0.3412421598855207,0.29407813457365956,1,0.3604411197413212,0.13619980763040435,Brand con presenza media e bilanciata
Visa,Altro,22000000.0,413252.0,233000.0,85600.0,16.906553056777135,12.931815275185052,12.358798024384122,11.357452244304588,0.8112194338502382,0.40022216748870576,-0.043791419038642115,0.17745398952662098,1,0.6645607023564643,-0.24035020047812475,Brand con presenza media e bilanciata
Caterpillar,Altro,2000000.0,150635.0,1000000.0,92600.0,14.508658238524095,11.922621609606209,13.815511557963774,11.43605521971203,0.22376175249847105,0.16800129098763553,0.31759716885347394,0.19939274890596936,1,0.4576325711500413,-0.008574872050245073,Brand con presenza media e bilanciata
John deere,Altro,6000000.0,231505.0,1500000.0,389000.0,15.607270193858982,12.352361070099128,14.220976332738882,12.871337193291367,0.4929095178940167,0.2668866462831662,0.41818684487295543,0.5999921625624162,0,0.8813637181593855,0.19802093304828855,Brand ad alta presenza omnicanale
Bosch,Altro,1200000.0,241848.0,177000.0,34500.0,13.997832948091215,12.396068843448287,12.083910661257521,10.448743588106625,0.09861521212095407,0.27694403941120377,-0.11198681483866169,-0.07617432989664892,1,0.09310651240422711,-0.15112503977870964,Brand con presenza media e bilanciata
Siemens,Altro,1600000.0,210226.0,316000.0,26100.0,14.285514812209815,12.255943178272208,12.663500657121004,10.169728906753061,0.1690940836609454,0.2447003721178498,0.03180069405252857,-0.15404970199028414,1,0.1523406579173826,-0.2640388571430427,Brand con presenza media e bilanciata
3m,Altro,4600000.0,0.0,0.0,37700.0,15.341567078850604,0.0,0.0,10.537441898283253,0.4278151965407219,-2.5754579030267473,-3.1098222227071766,-0.051417876667836156,5,-2.7576677054467367,0.9870161718215716,Brand con presenza social selettiva su poche piattaforme
Alibaba,Altro,26000000.0,262636.0,13800000.0,0.0,17.073607134447293,12.478528129630797,16.440179222591198,0.0,0.8521458332825395,0.29591836353359313,0.9687375057424619,-2.9925075883737486,4,-0.303558334665054,-3.1872256043231992,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
